instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4350,7/5/2011,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8
4351,7/5/2011,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5
4352,7/5/2011,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0,1,19,20
4353,7/5/2011,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94
4354,7/5/2011,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270
4355,7/5/2011,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432
4356,7/5/2011,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227
4357,7/5/2011,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139
4358,7/5/2011,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172
4359,7/5/2011,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201
4360,7/5/2011,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203
4361,7/5/2011,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178
4362,7/5/2011,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0,51,111,162
4363,7/5/2011,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281
4364,7/5/2011,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545
4365,7/5/2011,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496
4366,7/5/2011,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368
4367,7/5/2011,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284
4368,7/5/2011,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245
4369,7/5/2011,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155
4370,7/5/2011,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73
4371,7/6/2011,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37
4372,7/6/2011,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15
4373,7/6/2011,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5
4374,7/6/2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6,6
4375,7/6/2011,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6
4376,7/6/2011,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35
4377,7/6/2011,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121
4378,7/6/2011,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,24,288,312
4379,7/6/2011,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428
4380,7/6/2011,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189
4381,7/6/2011,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43
4382,7/6/2011,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,24,103,127
4383,7/6/2011,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152
4384,7/6/2011,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140
4385,7/6/2011,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163
4386,7/6/2011,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185
4387,7/6/2011,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
4388,7/6/2011,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596
4389,7/6/2011,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563
4390,7/6/2011,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394
4391,7/6/2011,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312
4392,7/6/2011,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241
4393,7/6/2011,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186
4394,7/6/2011,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98
4395,7/7/2011,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35
4396,7/7/2011,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16
4397,7/7/2011,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8
4398,7/7/2011,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4
4399,7/7/2011,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4
4400,7/7/2011,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32
4401,7/7/2011,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118
4402,7/7/2011,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292
4403,7/7/2011,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443
4404,7/7/2011,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179
4405,7/7/2011,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,29,72,101
4406,7/7/2011,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142
4407,7/7/2011,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,32,139,171
4408,7/7/2011,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,48,107,155
4409,7/7/2011,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160
4410,7/7/2011,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166
4411,7/7/2011,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265
4412,7/7/2011,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569
4413,7/7/2011,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562
4414,7/7/2011,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365
4415,7/7/2011,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285
4416,7/7/2011,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209
4417,7/7/2011,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182
4418,7/7/2011,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,31,98,129
4419,7/8/2011,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47
4420,7/8/2011,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,9,25,34
4421,7/8/2011,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22
4422,7/8/2011,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6
4423,7/8/2011,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11
4424,7/8/2011,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27
4425,7/8/2011,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102
4426,7/8/2011,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332
4427,7/8/2011,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457
4428,7/8/2011,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241
4429,7/8/2011,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138
4430,7/8/2011,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165
4431,7/8/2011,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213
4432,7/8/2011,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229
4433,7/8/2011,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216
4434,7/8/2011,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141
4435,7/8/2011,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
4436,7/8/2011,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167
4437,7/8/2011,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316
4438,7/8/2011,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270
4439,7/8/2011,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250
4440,7/8/2011,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204
4441,7/8/2011,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169
4442,7/8/2011,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151
4443,7/9/2011,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121
4444,7/9/2011,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53
4445,7/9/2011,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55
4446,7/9/2011,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30
4447,7/9/2011,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6
4448,7/9/2011,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15
4449,7/9/2011,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38
4450,7/9/2011,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71
4451,7/9/2011,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182
4452,7/9/2011,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247
4453,7/9/2011,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264
4454,7/9/2011,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290
4455,7/9/2011,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366
4456,7/9/2011,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416
4457,7/9/2011,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373
4458,7/9/2011,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402
4459,7/9/2011,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,171,245,416
4460,7/9/2011,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,160,241,401
4461,7/9/2011,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378
4462,7/9/2011,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,128,178,306
4463,7/9/2011,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314
4464,7/9/2011,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238
4465,7/9/2011,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214
4466,7/9/2011,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,47,93,140
4467,7/10/2011,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112,154
4468,7/10/2011,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94,113
4469,7/10/2011,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68,96
4470,7/10/2011,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25
4471,7/10/2011,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5
4472,7/10/2011,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,7,10,17
4473,7/10/2011,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25
4474,7/10/2011,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65
4475,7/10/2011,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,27,65,92
4476,7/10/2011,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,62,107,169
4477,7/10/2011,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268
4478,7/10/2011,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,110,177,287
4479,7/10/2011,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377
4480,7/10/2011,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367
4481,7/10/2011,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349
4482,7/10/2011,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219,361
4483,7/10/2011,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372
4484,7/10/2011,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363
4485,7/10/2011,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363
4486,7/10/2011,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183,303
4487,7/10/2011,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,101,167,268
4488,7/10/2011,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227
4489,7/10/2011,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,56,87,143
4490,7/10/2011,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53,72
4491,7/11/2011,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,10,25,35
4492,7/11/2011,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5,10
4493,7/11/2011,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12
4494,7/11/2011,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8,10
4495,7/11/2011,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4
4496,7/11/2011,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21,26
4497,7/11/2011,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121
4498,7/11/2011,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317
4499,7/11/2011,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,35,385,420
4500,7/11/2011,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,41,167,208
4501,7/11/2011,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117
4502,7/11/2011,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128
4503,7/11/2011,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148
4504,7/11/2011,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,22,119,141
4505,7/11/2011,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94,134
4506,7/11/2011,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146
4507,7/11/2011,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239
4508,7/11/2011,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455,514
4509,7/11/2011,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472
4510,7/11/2011,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373
4511,7/11/2011,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,42,194,236
4512,7/11/2011,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109,130
4513,7/11/2011,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,20,70,90
4514,7/11/2011,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,11,44,55
4515,7/12/2011,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19,22
4516,7/12/2011,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14
4517,7/12/2011,3,0,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,2,7,9
4518,7/12/2011,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,2,6,8
4519,7/12/2011,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6
4520,7/12/2011,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25
4521,7/12/2011,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102,115
4522,7/12/2011,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301,330
4523,7/12/2011,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417
4524,7/12/2011,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176
4525,7/12/2011,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123
4526,7/12/2011,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125
4527,7/12/2011,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163
4528,7/12/2011,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,32,104,136
4529,7/12/2011,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91,124
4530,7/12/2011,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,37,111,148
4531,7/12/2011,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177,202
4532,7/12/2011,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,48,380,428
4533,7/12/2011,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,39,472,511
4534,7/12/2011,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,42,295,337
4535,7/12/2011,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,57,251,308
4536,7/12/2011,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209,258
4537,7/12/2011,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,44,150,194
4538,7/12/2011,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0,20,59,79
4539,7/13/2011,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,9,37,46
4540,7/13/2011,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0,1,11,12
4541,7/13/2011,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,2,3,5
4542,7/13/2011,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,0,4,4
4543,7/13/2011,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5,5
4544,7/13/2011,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,4,22,26
4545,7/13/2011,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,18,103,121
4546,7/13/2011,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,32,281,313
4547,7/13/2011,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,31,418,449
4548,7/13/2011,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,23,163,186
4549,7/13/2011,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113
4550,7/13/2011,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165
4551,7/13/2011,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,174
4552,7/13/2011,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119,158
4553,7/13/2011,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89,116
4554,7/13/2011,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46
4555,7/13/2011,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0,23,118,141
4556,7/13/2011,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,70,418,488
4557,7/13/2011,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,51,412,463
4558,7/13/2011,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,419
4559,7/13/2011,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,342
4560,7/13/2011,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,250
4561,7/13/2011,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,184
4562,7/13/2011,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116
4563,7/14/2011,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,46
4564,7/14/2011,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,25
4565,7/14/2011,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,10
4566,7/14/2011,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5,6
4567,7/14/2011,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6,6
4568,7/14/2011,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28
4569,7/14/2011,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130
4570,7/14/2011,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334
4571,7/14/2011,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433,486
4572,7/14/2011,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,224
4573,7/14/2011,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95,127
4574,7/14/2011,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110,148
4575,7/14/2011,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223
4576,7/14/2011,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,177
4577,7/14/2011,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178
4578,7/14/2011,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180
4579,7/14/2011,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274
4580,7/14/2011,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,595
4581,7/14/2011,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,578
4582,7/14/2011,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,400
4583,7/14/2011,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,348
4584,7/14/2011,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261
4585,7/14/2011,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,176
4586,7/14/2011,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124
4587,7/15/2011,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80
4588,7/15/2011,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,20
4589,7/15/2011,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38
4590,7/15/2011,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,7
4591,7/15/2011,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,10
4592,7/15/2011,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,23
4593,7/15/2011,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,120
4594,7/15/2011,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274
4595,7/15/2011,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514,564
4596,7/15/2011,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,207
4597,7/15/2011,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,166
4598,7/15/2011,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137,210
4599,7/15/2011,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177,238
4600,7/15/2011,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247
4601,7/15/2011,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160,265
4602,7/15/2011,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,237
4603,7/15/2011,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265,361
4604,7/15/2011,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587
4605,7/15/2011,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,496
4606,7/15/2011,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280,394
4607,7/15/2011,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251,343
4608,7/15/2011,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186,261
4609,7/15/2011,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223
4610,7/15/2011,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167
4611,7/16/2011,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,110
4612,7/16/2011,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75
4613,7/16/2011,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58
4614,7/16/2011,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26
4615,7/16/2011,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16
4616,7/16/2011,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10
4617,7/16/2011,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,37
4618,7/16/2011,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,52
4619,7/16/2011,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127
4620,7/16/2011,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222
4621,7/16/2011,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322
4622,7/16/2011,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,396
4623,7/16/2011,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,463
4624,7/16/2011,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,497
4625,7/16/2011,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433
4626,7/16/2011,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428
4627,7/16/2011,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,425
4628,7/16/2011,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475
4629,7/16/2011,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428
4630,7/16/2011,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,406
